,wind_speed,generator_speed,power,environment_tmp,int_tmp
1,-0.636759878010309,-1.1595736023374,-1.0213178913239,-0.0267619507217706,-0.575950074627862
2,-0.751086833200198,-1.16622121217752,-1.02532516189143,-0.0267619507217706,-0.575950074627862
3,-0.72895903542151,-1.1595736023374,-1.02532516189143,-0.0267619507217706,-0.596984227892372
4,-0.861725822093639,-1.15292599249727,-1.00528880905379,0.0047992869026428,-0.55874031286599
5,-0.588816316156485,-1.17286882201765,-0.991275079232851,-0.0094032700283431,-0.575950074627862
6,-0.474489360966596,-1.1595736023374,-0.977261349411907,-0.0094032700283431,-0.55874031286599
7,-0.245835450586818,-1.15292599249727,-0.961232267141797,-0.0094032700283431,-0.55874031286599
8,-0.548248686895556,-1.17286882201765,-0.977261349411907,-0.0094032700283431,-0.575950074627862
9,-0.629383945417413,-1.16622121217752,-0.981268619979434,-0.0094032700283431,-0.575950074627862
10,-0.551936653192005,-1.14960218757721,-0.977261349411907,-0.0094032700283431,-0.575950074627862
11,-0.684703439864133,-1.17286882201765,-0.965239537709325,0.0221579675960705,-0.596984227892372
12,-0.496617158745284,-1.1595736023374,-0.949210455439215,-0.0094032700283431,-0.575950074627862
13,-0.371226304666051,-1.1861640416979,-0.953217726006743,0.0221579675960705,-0.575950074627862
14,-0.234771551697474,-1.17951643185777,-0.945203184871688,0.0363605245270566,-0.575950074627862
15,-0.326970709108675,-1.16622121217752,-0.945203184871688,0.0363605245270566,-0.575950074627862
16,-0.194203922436546,-1.12301174821671,-0.939203996185799,0.0221579675960705,-0.575950074627862
17,-0.124132562804033,-1.12965935805683,-0.939203996185799,0.0521411433392633,-0.575950074627862
18,0.137713044243777,-1.17286882201765,-0.915183807111439,0.0521411433392633,-0.575950074627862
19,0.0676416846112644,-1.16622121217752,-0.887132913138747,0.0521411433392633,-0.575950074627862
20,0.200408471283393,-1.17286882201765,-0.873119183317804,0.0694998240326907,-0.575950074627862
21,0.0381379542396802,-1.12965935805683,-0.879141806334497,0.0521411433392633,-0.575950074627862
22,0.130337111650881,-1.1595736023374,-0.891140183706275,0.0521411433392633,-0.575950074627862
23,-0.194203922436546,-1.16622121217752,-0.885140995020386,0.0837023809636767,-0.575950074627862
24,-0.161012225768513,-1.17286882201765,-0.907169265976384,0.0694998240326907,-0.575950074627862
25,-0.0798769672466569,-1.17286882201765,-0.909161184094746,0.101061061657104,-0.575950074627862
26,-0.183140023547202,-1.17286882201765,-0.907169265976384,0.0694998240326907,-0.575950074627862
27,-0.0725010346537606,-1.16622121217752,-0.903161995408857,0.0363605245270566,-0.575950074627862
28,-0.27902714725485,-1.14960218757721,-0.905153913527219,0.0521411433392633,-0.575950074627862
29,-0.581440383563589,-1.1861640416979,-0.895147454273802,0.0221579675960705,-0.575950074627862
30,-0.18682798984365,-1.17286882201765,-0.901170077290495,0.0363605245270566,-0.596984227892372
31,0.0307620216467839,-1.1595736023374,-0.895147454273802,0.0521411433392633,-0.575950074627862
32,-0.0393093379857284,-1.12965935805683,-0.887132913138747,0.0221579675960705,-0.575950074627862
33,-0.0319334053928325,-1.14960218757721,-0.885140995020386,-0.0094032700283431,-0.575950074627862
34,-0.0429973042821767,-1.16622121217752,-0.873119183317804,-0.0567451264649633,-0.575950074627862
35,0.0897694823899524,-1.17951643185777,-0.869111912750276,-0.0267619507217706,-0.575950074627862
36,-0.256899349476162,-1.1595736023374,-0.873119183317804,-0.0094032700283431,-0.575950074627862
37,-0.127820529100481,-1.12965935805683,-0.877126453885331,-0.0267619507217706,-0.575950074627862
38,-0.22370765280813,-1.17286882201765,-0.88312564257122,-0.074103807158391,-0.575950074627862
39,-0.120444596507585,-1.17286882201765,-0.885140995020386,0.0047992869026428,-0.575950074627862
40,-0.0725010346537606,-1.16622121217752,-0.879141806334497,0.0221579675960705,-0.55874031286599
41,-0.330658675405123,-1.13630696789696,-0.879141806334497,0.0363605245270566,-0.575950074627862
42,-0.179452057250753,-1.13630696789696,-0.879141806334497,0.0221579675960705,-0.575950074627862
43,-0.0725010346537606,-1.13630696789696,-0.873119183317804,0.0221579675960705,-0.575950074627862
44,-0.0540612031715205,-1.17286882201765,-0.887132913138747,0.0221579675960705,-0.575950074627862
45,-0.094628832432449,-1.1595736023374,-0.893155536155441,0.0221579675960705,-0.575950074627862
46,-0.212643753918786,-1.16622121217752,-0.891140183706275,-0.0425425695339773,-0.575950074627862
47,0.027074055350336,-1.1595736023374,-0.885140995020386,0.0047992869026428,-0.575950074627862
48,0.0860815160935045,-1.17286882201765,-0.879141806334497,-0.0094032700283431,-0.575950074627862
49,0.023386089053888,-1.17286882201765,-0.873119183317804,-0.0267619507217706,-0.575950074627862
50,0.0750176172041603,-1.19945926137815,-0.861097371615222,-0.0267619507217706,-0.575950074627862
51,-0.315906810219331,-1.16622121217752,-0.855098182929333,-0.0094032700283431,-0.575950074627862
52,0.196720504986945,-1.17951643185777,-0.843076371226751,0.0047992869026428,-0.539618355352799
53,0.0012582912751996,-1.14960218757721,-0.82505537083828,-0.074103807158391,-0.55874031286599
54,-0.0651251020608647,-1.17951643185777,-0.839092534990028,-0.088306364089377,-0.55874031286599
55,-0.301154945033538,-1.17286882201765,-0.857113535378499,-0.0567451264649633,-0.575950074627862
56,0.148776943133121,-1.14960218757721,-0.843076371226751,-0.0425425695339773,-0.55874031286599
57,-0.153636293175617,-1.16622121217752,-0.847083641794278,-0.088306364089377,-0.539618355352799
58,-0.190515956140098,-1.17286882201765,-0.845091723675916,-0.135648220525997,-0.575950074627862
59,-0.109380697618241,-1.17951643185777,-0.837077182540862,-0.214551314587031,-0.55874031286599
60,-0.149948326879169,-1.17286882201765,-0.849098994243444,-0.263471232904872,-0.575950074627862
61,-0.422857832816323,-1.17951643185777,-0.841084453108389,-0.293454408648065,-0.55874031286599
62,-0.326970709108675,-1.17286882201765,-0.831077993854973,-0.325015646272479,-0.575950074627862
63,-0.555624619488453,-1.15292599249727,-0.853106264810971,-0.372357502709099,-0.55874031286599
64,-0.773214630978886,-1.15292599249727,-0.885140995020386,-0.437058039839147,-0.575950074627862
65,-0.548248686895556,-1.17951643185777,-0.901170077290495,-0.515961133900181,-0.575950074627862
66,-0.334346641701571,-1.12301174821671,-0.885140995020386,-0.531741752712387,-0.575950074627862
67,-0.393354102444739,-1.13630696789696,-0.893155536155441,-0.515961133900181,-0.575950074627862
68,-0.238459517993922,-1.16622121217752,-0.885140995020386,-0.515961133900181,-0.575950074627862
69,-0.478177327263044,-1.16622121217752,-0.863112724064388,-0.500180515087974,-0.55874031286599
70,-0.0503732368750726,-1.15292599249727,-0.855098182929333,-0.500180515087974,-0.55874031286599
71,-0.315906810219331,-1.17286882201765,-0.839092534990028,-0.482821834394546,-0.575950074627862
72,-0.0393093379857284,-1.12965935805683,-0.831077993854973,-0.403918740333512,-0.55874031286599
73,-0.0356213716892805,-1.1595736023374,-0.823063452719918,-0.389716183402526,-0.575950074627862
